"Tag Summary Report"
"12/14/2024 00:00 - 01/13/2025 00:00"

Incident,"Ad Tag ID",Hash,"Tag Name","Scan Type","Hit Type","Scan Date","Scan ID",Example,csid,"Report Period Hit Count","Tag Status",City,Country,"Named Threat","Resolution Reason"
TMT-20240625-TAM,d=7&s=16&ci=&cri=556_16_489613747&at=0&t=1,14a26fd1060cf2f9268b3d6b24dbd5aa,d=7&s=16&ci=&cri=556_16_489613747&at=0&t=1,Tag,"Malicious - Indirect Evidence","2025-01-13 04:52 +0000",125024837020,https://www.themediatrust.com?scsh=125024837020,3UQjH53g134n,1,Active,"Mclean, Virginia",USA,,
TMT-20240822-OZX,d=7&s=46&ci=&cri=498_46_11324169&at=0&t=1,f7f29122f162bf1913e9c3c9fbaca767,d=7&s=46&ci=&cri=498_46_11324169&at=0&t=1,Tag,Malicious,"2025-01-13 04:43 +0000",125024744474,https://www.themediatrust.com?scsh=125024744474,3UQjERMv2N8K,1,Active,"Columbus, Ohio",USA,,
TMT-20240625-TAM,d=7&s=16&ci=&cri=556_16_609170982&at=0&t=1,12ccbf034f619fbe2057c33d12ac7569,d=7&s=16&ci=&cri=556_16_609170982&at=0&t=1,Tag,"Malicious - Indirect Evidence","2025-01-13 03:49 +0000",125023955699,https://www.themediatrust.com?scsh=125023955699,3UQiGAPZ1wym,1,Active,"Mclean, Virginia",USA,,
TMT-20240614-WNO,d=7&s=165&ci=&cri=555_165_719494343996&at=0&t=1,d81e76e7282573f80ea0b18b0407ecc1,d=7&s=165&ci=&cri=555_165_719494343996&at=0&t=1,Tag,"Malicious - Indirect Evidence","2025-01-13 03:42 +0000",125023850073,https://www.themediatrust.com?scsh=125023850073,3UQiE9xP1AXV,1,Active,"Mclean, Virginia",USA,,
TMT-20230705-AKT,d=7&s=165&ci=&cri=555_165_692889289891&at=0&t=1,46341479c3175eafdbff3c38c2bd1059,d=7&s=165&ci=&cri=555_165_692889289891&at=0&t=1,Tag,Malicious,"2025-01-13 03:38 +0000",125023775574,https://www.themediatrust.com?scsh=125023775574,3UQiCuCJ2aGB,1,Active,"Mclean, Virginia",USA,,
TMT-20240625-TAM,d=7&s=379&ci=&cri=494_379_16_489615424&at=0&t=1,4133ab9f1dc9eaa23355157c4b004de2,d=7&s=379&ci=&cri=494_379_16_489615424&at=0&t=1,Tag,"Malicious - Indirect Evidence","2025-01-13 03:35 +0000",125023715333,https://www.themediatrust.com?scsh=125023715333,3UQiBrBi29rf,1,Active,"Mclean, Virginia",USA,,
TMT-20241115-FXV,d=7&s=165&ci=&cri=555_165_726948419753&at=0&t=1,770eb8f32ac4c84f1f504254df2cced7,d=7&s=165&ci=&cri=555_165_726948419753&at=0&t=1,Tag,Malicious,"2025-01-13 03:25 +0000",125023593251,https://www.themediatrust.com?scsh=125023593251,3UQi8sVG2Nag,1,Active,"Mclean, Virginia",USA,PhonyFetcher-3PC,
TMT-20240625-TAM,d=7&s=379&ci=&cri=494_379_16_489636293&at=0&t=1,5ea52e5b61677120292475f6da0a6945,d=7&s=379&ci=&cri=494_379_16_489636293&at=0&t=1,Tag,"Malicious - Indirect Evidence","2025-01-13 03:20 +0000",125023483947,https://www.themediatrust.com?scsh=125023483947,3UQi7TBJ2ZWQ,1,Active,"Mclean, Virginia",USA,,
TMT-20240625-TAM,d=7&s=165&ci=&cri=555_165_724125307569&at=0&t=1,bc294e14626f8bf08b9e77342ca9f4e6,d=7&s=165&ci=&cri=555_165_724125307569&at=0&t=1,Tag,"Malicious - Indirect Evidence","2025-01-13 03:07 +0000",125023283988,https://www.themediatrust.com?scsh=125023283988,3UQi3H1j2KPa,1,Active,"Mclean, Virginia",USA,,
TMT-20240924-VWG,d=7&s=165&ci=&cri=555_165_714866055504&at=0&t=1,509e55c558ca7195b1c6683bcd8f66d3,d=7&s=165&ci=&cri=555_165_714866055504&at=0&t=1,Tag,"Malicious - Indirect Evidence","2025-01-13 03:04 +0000",125023247801,https://www.themediatrust.com?scsh=125023247801,3UQi2UAz1zfn,1,Active,"Mclean, Virginia",USA,,
TMT-20240102-VWR,d=7&s=176&ci=&cri=561_176_CR50959172&at=0&t=1,cf356e463bc972d13b35fc3d4c0783b8,d=7&s=176&ci=&cri=561_176_CR50959172&at=0&t=1,Tag,Scam/Fraud,"2025-01-13 02:47 +0000",125022975479,https://www.themediatrust.com?scsh=125022975479,3UQhFiy92A9J,1,Active,"Mclean, Virginia",USA,,
TMT-20240722-QGC,d=7&s=165&ci=&cri=555_165_728532527743&at=0&t=1,5e4795cf4281b699a93c4be8ee00b91b,d=7&s=165&ci=&cri=555_165_728532527743&at=0&t=1,Tag,Malicious,"2025-01-13 02:48 +0000",125022975331,https://www.themediatrust.com?scsh=125022975331,3UQhFrg11LZf,1,Active,"Mclean, Virginia",USA,PhonyFetcher-3PC,
TMT-20241106-JLO,d=7&s=4&ci=&cri=507_4_1319300&at=0&t=1,cd9529795f9b30f05719bc23841aea87,d=7&s=4&ci=&cri=507_4_1319300&at=0&t=1,Tag,Malicious,"2025-01-13 02:40 +0000",125022888377,https://www.themediatrust.com?scsh=125022888377,3UQhDUYu2Mpi,1,Active,"Mclean, Virginia",USA,PhonyFetcher-3PC,
TMT-20241114-GLN,d=7&s=165&ci=&cri=555_165_725011193507&at=0&t=1,69288431c6c0dbf996d9c9fba9082c0c,d=7&s=165&ci=&cri=555_165_725011193507&at=0&t=1,Tag,Malicious,"2025-01-13 02:27 +0000",125022656070,https://www.themediatrust.com?scsh=125022656070,3UQh9MHL1LGT,1,Active,"Mclean, Virginia",USA,PhonyFetcher-3PC,
TMT-20241129-KLE,d=7&s=165&ci=&cri=555_165_720179804769&at=0&t=1,3ddfa25582f349e43d2c72d32ddba08a,d=7&s=165&ci=&cri=555_165_720179804769&at=0&t=1,Tag,"Malicious Landing Location","2025-01-13 01:35 +0000",125021787028,https://www.themediatrust.com?scsh=125021787028,3UQgBw6i2DY3,1,Active,"Mclean, Virginia",USA,,
TMT-20231127-KZO,d=7&s=46&ci=&cri=498_46_11447131&at=0&t=1,e967e0efefce2a1165abb96b6fc4db42,d=7&s=46&ci=&cri=498_46_11447131&at=0&t=1,Tag,Scam/Fraud,"2025-01-13 01:32 +0000",125021715212,https://www.themediatrust.com?scsh=125021715212,3UQgB8oH1LAH,1,Active,"Mclean, Virginia",USA,,
TMT-20240819-QKO,d=7&s=46&ci=&cri=498_46_11604439&at=0&t=1,2d90827873af3b223e8e6569b0444a9d,d=7&s=46&ci=&cri=498_46_11604439&at=0&t=1,Tag,Scam/Fraud,"2025-01-13 01:30 +0000",125021714517,https://www.themediatrust.com?scsh=125021714517,3UQgARbS1fUh,1,Active,"Mclean, Virginia",USA,,
TMT-20241129-KLE,d=7&s=165&ci=&cri=555_165_706490939665&at=0&t=1,3332a6809cb9dd025b85502674e164de,d=7&s=165&ci=&cri=555_165_706490939665&at=0&t=1,Tag,"Malicious Landing Location","2025-01-13 01:17 +0000",125021472141,https://www.themediatrust.com?scsh=125021472141,3UQg6UcT2gzd,1,Active,"Mclean, Virginia",USA,,
TMT-20240625-TAM,d=7&s=379&ci=&cri=494_379_16_489621419&at=0&t=1,e296dd8317c741e32de13695647ef492,d=7&s=379&ci=&cri=494_379_16_489621419&at=0&t=1,Tag,"Malicious - Indirect Evidence","2025-01-13 01:03 +0000",125021196556,https://www.themediatrust.com?scsh=125021196556,3UQg2CKX23Wz,1,Active,"Mclean, Virginia",USA,,
TMT-20241211-BGD,d=7&s=165&ci=&cri=555_165_727292537002&at=0&t=1,a393644cd42d03f48fe995fe923cd7e8,d=7&s=165&ci=&cri=555_165_727292537002&at=0&t=1,Tag,"Malicious Landing Location","2025-01-13 00:48 +0000",125020939171,https://www.themediatrust.com?scsh=125020939171,3UQfFxBp1KYv,1,Active,"Mclean, Virginia",USA,PhonyFetcher-3PC,
TMT-20240625-TAM,d=7&s=165&ci=&cri=555_165_728131720262&at=0&t=1,c60222a528e9e96090da223675fca8bc,d=7&s=165&ci=&cri=555_165_728131720262&at=0&t=1,Tag,"Malicious - Indirect Evidence","2025-01-13 00:33 +0000",125020696162,https://www.themediatrust.com?scsh=125020696162,3UQfBCTw1UeM,1,Active,"Mclean, Virginia",USA,,
TMT-20241016-LGC,d=7&s=165&ci=&cri=555_165_710637490761&at=0&t=1,bb6c5a2ad3a3b70cf22c7dfb09d69f82,d=7&s=165&ci=&cri=555_165_710637490761&at=0&t=1,Tag,Malicious,"2025-01-13 00:22 +0000",125020490039,https://www.themediatrust.com?scsh=125020490039,3UQf7pqv1aCa,1,Active,"Mclean, Virginia",USA,,
TMT-20241023-WFN,d=7&s=176&ci=&cri=561_176_CR51823929&at=0&t=1,33c6262534ed9fb6f887eb443ae04900,d=7&s=176&ci=&cri=561_176_CR51823929&at=0&t=1,Tag,"Out Of Browser Redirect","2025-01-13 00:13 +0000",125020309295,https://www.themediatrust.com?scsh=125020309295,3UQf5GxY1mzC,1,Active,"Mclean, Virginia",USA,,
TMT-20240415-AHQ,d=7&s=176&ci=&cri=561_176_CR51631642&at=0&t=1,a7790249e5d01a6028a9ec3346032450,d=7&s=176&ci=&cri=561_176_CR51631642&at=0&t=1,Tag,"Out Of Browser Redirect","2025-01-13 00:13 +0000",125020271938,https://www.themediatrust.com?scsh=125020271938,3UQf52q71PhD,1,Active,"Mclean, Virginia",USA,,
TMT-20240416-ZPR,d=7&s=176&ci=&cri=561_176_CR51631641&at=0&t=1,831a4c74f1528e0cea1c1cba1997afc0,d=7&s=176&ci=&cri=561_176_CR51631641&at=0&t=1,Tag,"Out Of Browser Redirect","2025-01-13 00:10 +0000",125020225824,https://www.themediatrust.com?scsh=125020225824,3UQf4JiF2M9u,1,Active,"Mclean, Virginia",USA,,
TMT-20231122-BCO,d=7&s=308&ci=&cri=630_308_121348_4_62&at=0&t=1,50725eb36178bd5df5022a8cb81d8a16,d=7&s=308&ci=&cri=630_308_121348_4_62&at=0&t=1,Tag,"Malicious - Indirect Evidence","2025-01-12 23:54 +0000",125019959050,https://www.themediatrust.com?scsh=125019959050,3UQeHfhp1YPo,2,Expired,"Mclean, Virginia",USA,,
TMT-20241205-GZO,d=7&s=480&ci=&cri=639_480_577626665&at=0&t=1,1506185f05effbc5bfb63737e85cd034,d=7&s=480&ci=&cri=639_480_577626665&at=0&t=1,Tag,Scam/Fraud,"2025-01-12 23:49 +0000",125019858577,https://www.themediatrust.com?scsh=125019858577,3UQeGHDN1ZVp,1,Expired,"Mclean, Virginia",USA,,
TMT-20240625-TAM,d=7&s=379&ci=&cri=494_379_16_629608381&at=0&t=1,843d3479e99ce6f63c11f6e9442429d7,d=7&s=379&ci=&cri=494_379_16_629608381&at=0&t=1,Tag,"Malicious - Indirect Evidence","2025-01-12 23:36 +0000",125019612803,https://www.themediatrust.com?scsh=125019612803,3UQeC5Yt2fpi,1,Expired,"Mclean, Virginia",USA,,
TMT-20241115-GQP,d=7&s=165&ci=&cri=555_165_724462790131&at=0&t=1,64495afb1a1743e2db5920a947b087e6,d=7&s=165&ci=&cri=555_165_724462790131&at=0&t=1,Tag,Malicious,"2025-01-12 23:31 +0000",125019540515,https://www.themediatrust.com?scsh=125019540515,3UQeAfZ11czq,1,Expired,"Mclean, Virginia",USA,,
TMT-20210827-VAJ,d=7&s=165&ci=&cri=555_165_696813769575&at=0&t=1,53176ff0860443da44307348326d4a15,d=7&s=165&ci=&cri=555_165_696813769575&at=0&t=1,Tag,Malicious,"2025-01-12 22:49 +0000",125018823840,https://www.themediatrust.com?scsh=125018823840,3UQdGC3z1Xy4,1,Expired,"Mclean, Virginia",USA,,
TMT-20240625-TAM,d=7&s=95&ci=&cri=562_95_53588&at=0&t=1,ecc8af15d423bd04131a50629073990e,d=7&s=95&ci=&cri=562_95_53588&at=0&t=1,Tag,"Malicious - Indirect Evidence","2025-01-12 22:34 +0000",125018579575,https://www.themediatrust.com?scsh=125018579575,3UQdBY2f1ZtF,1,Expired,"Mclean, Virginia",USA,,
TMT-20241115-GQP,d=7&s=165&ci=&cri=555_165_722101617765&at=0&t=1,641179685b6302266550438bdeb098ea,d=7&s=165&ci=&cri=555_165_722101617765&at=0&t=1,Tag,Malicious,"2025-01-12 22:15 +0000",125018251192,https://www.themediatrust.com?scsh=125018251192,3UQd5f7N1sAP,1,Expired,"Mclean, Virginia",USA,,
TMT-20241116-RGI,d=7&s=46&ci=&cri=498_46_11597888&at=0&t=1,164f1314968ae68d237256ab501d07f0,d=7&s=46&ci=&cri=498_46_11597888&at=0&t=1,Tag,Scam/Fraud,"2025-01-12 21:59 +0000",125017996061,https://www.themediatrust.com?scsh=125017996061,3UQcKKxj2MKe,1,Expired,"Mclean, Virginia",USA,,
TMT-20241115-FXV,d=7&s=165&ci=&cri=555_165_728383452619&at=0&t=1,a08338c79ef3560f3f34dc2cd69f33c5,d=7&s=165&ci=&cri=555_165_728383452619&at=0&t=1,Tag,Malicious,"2025-01-12 21:56 +0000",125017937682,https://www.themediatrust.com?scsh=125017937682,3UQcJMHb2bgm,1,Expired,"Mclean, Virginia",USA,PhonyFetcher-3PC,
TMT-20241119-QTG,d=7&s=165&ci=&cri=555_165_728217990413&at=0&t=1,f587cbbe29409912fd6defd9965e78f5,d=7&s=165&ci=&cri=555_165_728217990413&at=0&t=1,Tag,Malicious,"2025-01-12 21:56 +0000",125017902498,https://www.themediatrust.com?scsh=125017902498,3UQcJLMp1m86,1,Expired,"Mclean, Virginia",USA,PhonyFetcher-3PC,
TMT-20241119-QTG,d=7&s=165&ci=&cri=555_165_728097258477&at=0&t=1,6cdf281923e42a80f6a658518b74effa,d=7&s=165&ci=&cri=555_165_728097258477&at=0&t=1,Tag,Malicious,"2025-01-12 21:51 +0000",125017829303,https://www.themediatrust.com?scsh=125017829303,3UQcGhi42gYa,1,Expired,"Mclean, Virginia",USA,PhonyFetcher-3PC,
TMT-20231209-ZNH,d=7&s=16&ci=&cri=556_16_592858518&at=0&t=1,4e170be8038cd317bedf7024389ce5b7,d=7&s=16&ci=&cri=556_16_592858518&at=0&t=1,Tag,"Malicious - Indirect Evidence","2025-01-12 21:42 +0000",125017676691,https://www.themediatrust.com?scsh=125017676691,3UQcEA5s2PoT,1,Expired,"Mclean, Virginia",USA,,
TMT-20241124-BFN,d=7&s=165&ci=&cri=555_165_728483684582&at=0&t=1,c9995292adf535fda7e6d5e0a48fff00,d=7&s=165&ci=&cri=555_165_728483684582&at=0&t=1,Tag,Malicious,"2025-01-12 21:22 +0000",125017326995,https://www.themediatrust.com?scsh=125017326995,3UQc7xkJ14Z4,1,Expired,"Mclean, Virginia",USA,PhonyFetcher-3PC,
TMT-20241119-QTG,d=7&s=165&ci=&cri=555_165_726945521258&at=0&t=1,253b4853ce5242a5ee912a384d7eee1d,d=7&s=165&ci=&cri=555_165_726945521258&at=0&t=1,Tag,Malicious,"2025-01-12 21:18 +0000",125017293657,https://www.themediatrust.com?scsh=125017293657,3UQc6hhN1ixd,1,Expired,"Mclean, Virginia",USA,PhonyFetcher-3PC,
TMT-20241130-CYQ,d=7&s=165&ci=&cri=555_165_705325935043&at=0&t=1,648a5a5ff6662a33f5038b9de950e3cd,d=7&s=165&ci=&cri=555_165_705325935043&at=0&t=1,Tag,"Malicious - Indirect Evidence","2025-01-12 21:16 +0000",125017253886,https://www.themediatrust.com?scsh=125017253886,3UQc6DRc2EZ8,1,Expired,"Mclean, Virginia",USA,,
TMT-20190819-GZN,d=7&s=165&ci=&cri=555_165_658281237260&at=0&t=1,7f6b515cc3740202c754810038e75563,d=7&s=165&ci=&cri=555_165_658281237260&at=0&t=1,Tag,Malicious,"2025-01-12 20:57 +0000",125016933483,https://www.themediatrust.com?scsh=125016933483,3UQbJmwi1oJV,1,Expired,"Mclean, Virginia",USA,PhonyFetcher-3PC,
TMT-20240625-TAM,d=7&s=44&ci=&cri=497_44_PEQUNM67PJCQFNYHUQPS3F_300x250_1&at=0&t=1,ae99d29952115b8bab7d1d3992ce70f4,d=7&s=44&ci=&cri=497_44_PEQUNM67PJCQFNYHUQPS3F_300x250_1&at=0&t=1,Tag,"Malicious - Indirect Evidence","2025-01-12 20:50 +0000",125016786261,https://www.themediatrust.com?scsh=125016786261,3UQbGfCN1Jab,1,Expired,"Mclean, Virginia",USA,,
TMT-20240625-TAM,d=7&s=16&ci=&cri=556_16_629035551&at=0&t=1,06d6bf2a80c7851eeaceae33199d8d94,d=7&s=16&ci=&cri=556_16_629035551&at=0&t=1,Tag,"Malicious - Indirect Evidence","2025-01-12 20:44 +0000",125016668238,https://www.themediatrust.com?scsh=125016668238,3UQbEYZ313Px,1,Expired,"Mclean, Virginia",USA,,
TMT-20240625-TAM,d=7&s=16&ci=&cri=556_16_439082866&at=0&t=1,12216ddc4f4f8ab7ee2e1d159ec5f814,d=7&s=16&ci=&cri=556_16_439082866&at=0&t=1,Tag,"Malicious - Indirect Evidence","2025-01-12 20:43 +0000",125016667732,https://www.themediatrust.com?scsh=125016667732,3UQbEG8q1PCj,1,Expired,"Mclean, Virginia",USA,,
TMT-20240324-SKU,d=7&s=165&ci=&cri=555_165_716198628459&at=0&t=1,ba34c160ea12da4fa5bd41e10b1d08be,d=7&s=165&ci=&cri=555_165_716198628459&at=0&t=1,Tag,"Malicious Landing Location","2025-01-12 20:31 +0000",125016435154,https://www.themediatrust.com?scsh=125016435154,3UQbAmaN1a9y,2,Expired,"San Francisco, California",USA,PhonyFetcher-3PC,
TMT-20241124-BFN,d=7&s=165&ci=&cri=555_165_724758894360&at=0&t=1,1e3f9ca1f13b034f0f1c872bde2d19e1,d=7&s=165&ci=&cri=555_165_724758894360&at=0&t=1,Tag,Malicious,"2025-01-12 20:26 +0000",125016374203,https://www.themediatrust.com?scsh=125016374203,3UQb9C852W76,1,Expired,"Mclean, Virginia",USA,PhonyFetcher-3PC,
TMT-20240629-MJU,d=7&s=165&ci=&cri=555_165_725281691456&at=0&t=1,99076580a20952d043c15799eb54f9ec,d=7&s=165&ci=&cri=555_165_725281691456&at=0&t=1,Tag,Malicious,"2025-01-12 20:19 +0000",125016208186,https://www.themediatrust.com?scsh=125016208186,3UQb6w2s2Dkf,1,Expired,"Mclean, Virginia",USA,,
TMT-20240625-TAM,d=7&s=379&ci=&cri=494_379_16_607563111&at=0&t=1,6a29dc7b3d113be93020bd05492826bd,d=7&s=379&ci=&cri=494_379_16_607563111&at=0&t=1,Tag,"Malicious - Indirect Evidence","2025-01-12 19:59 +0000",125015892240,https://www.themediatrust.com?scsh=125015892240,3UQaKKwx1Vcx,1,Expired,"Mclean, Virginia",USA,,
TMT-20240625-TAM,d=7&s=379&ci=&cri=494_379_16_439084123&at=0&t=1,3da61940969b9fde81999540640533aa,d=7&s=379&ci=&cri=494_379_16_439084123&at=0&t=1,Tag,"Malicious - Indirect Evidence","2025-01-12 19:40 +0000",125015581235,https://www.themediatrust.com?scsh=125015581235,3UQaDVyM2ShY,1,Expired,"Mclean, Virginia",USA,,
TMT-20240625-TAM,d=7&s=165&ci=&cri=555_165_713322947421&at=0&t=1,019ec368032e93e864ca6c65df0b8b47,d=7&s=165&ci=&cri=555_165_713322947421&at=0&t=1,Tag,"Malicious - Indirect Evidence","2025-01-12 19:20 +0000",125015188530,https://www.themediatrust.com?scsh=125015188530,3UQa7Djs2AJp,1,Expired,"Mclean, Virginia",USA,,
TMT-20240625-TAM,d=7&s=16&ci=&cri=556_16_629608381&at=0&t=1,332eb0a9db65808198349b80a60f6069,d=7&s=16&ci=&cri=556_16_629608381&at=0&t=1,Tag,"Malicious - Indirect Evidence","2025-01-12 18:44 +0000",125014539511,https://www.themediatrust.com?scsh=125014539511,3UQZEk4X1WoP,1,Expired,"Mclean, Virginia",USA,,
TMT-20241122-REC,d=7&s=165&ci=&cri=555_165_718047284765&at=0&t=1,fdcde2eb09948bc59aeb87961a04f09b,d=7&s=165&ci=&cri=555_165_718047284765&at=0&t=1,Tag,Malicious,"2025-01-12 18:43 +0000",125014490381,https://www.themediatrust.com?scsh=125014490381,3UQZEHQA12fn,1,Expired,"Mclean, Virginia",USA,PhonyFetcher-3PC,
TMT-20241202-TUV,d=7&s=165&ci=&cri=555_165_718047284765&at=0&t=1,fdcde2eb09948bc59aeb87961a04f09b,d=7&s=165&ci=&cri=555_165_718047284765&at=0&t=1,Tag,"Malicious Landing Location","2025-01-12 18:43 +0000",125014490375,https://www.themediatrust.com?scsh=125014490375,3UQZEHQA2ddc,2,Expired,"Mclean, Virginia",USA,PhonyFetcher-3PC,
TMT-20240625-TAM,d=7&s=417&ci=&cri=565_417_3cedbc8e3e834a4b5fd244d2f580a9ba&at=0&t=1,d2ef1ecc95e6ddcaceb35ab5e71e750d,d=7&s=417&ci=&cri=565_417_3cedbc8e3e834a4b5fd244d2f580a9ba&at=0&t=1,Tag,"Malicious - Indirect Evidence","2025-01-12 18:42 +0000",125014489349,https://www.themediatrust.com?scsh=125014489349,3UQZE6hj1XER,1,Expired,"Mclean, Virginia",USA,,
TMT-20241106-JLO,d=7&s=4&ci=&cri=507_4_1334087&at=0&t=1,e03b99565861c0b7cbf082f60c0cd2e7,d=7&s=4&ci=&cri=507_4_1334087&at=0&t=1,Tag,Malicious,"2025-01-12 18:31 +0000",125014320662,https://www.themediatrust.com?scsh=125014320662,3UQZAmM91EV7,1,Expired,"Mclean, Virginia",USA,PhonyFetcher-3PC,
TMT-20241226-RAH,d=7&s=4&ci=&cri=507_4_1334087&at=0&t=1,e03b99565861c0b7cbf082f60c0cd2e7,d=7&s=4&ci=&cri=507_4_1334087&at=0&t=1,Tag,Scam/Fraud,"2025-01-12 18:31 +0000",125014320658,https://www.themediatrust.com?scsh=125014320658,3UQZAmM92YT5,2,Expired,"Mclean, Virginia",USA,,
TMT-20240625-TAM,d=7&s=165&ci=&cri=555_165_674070431470&at=0&t=1,b7e47e8cbb930f9a41969f025f975ce9,d=7&s=165&ci=&cri=555_165_674070431470&at=0&t=1,Tag,"Malicious - Indirect Evidence","2025-01-12 18:25 +0000",125014232304,https://www.themediatrust.com?scsh=125014232304,3UQZ8kVj2PQV,1,Expired,"Mclean, Virginia",USA,,
TMT-20241119-QTG,d=7&s=165&ci=&cri=555_165_728217990692&at=0&t=1,ec7fca98278ffc9d9c51d771feac156c,d=7&s=165&ci=&cri=555_165_728217990692&at=0&t=1,Tag,Malicious,"2025-01-12 18:02 +0000",125013843555,https://www.themediatrust.com?scsh=125013843555,3UQZ1nzW28pW,1,Expired,"Mclean, Virginia",USA,PhonyFetcher-3PC,
TMT-20240328-XRQ,d=7&s=165&ci=&cri=555_165_717967676575&at=0&t=1,85fdf31b191c99bbcba1ab7349b0df7e,d=7&s=165&ci=&cri=555_165_717967676575&at=0&t=1,Tag,Scam/Fraud,"2025-01-12 18:02 +0000",125013832552,https://www.themediatrust.com?scsh=125013832552,3UQZ1qTG14or,1,Expired,"Mclean, Virginia",USA,,
TMT-20241106-JLO,d=7&s=4&ci=&cri=507_4_1326963&at=0&t=1,a2b83cfb66bdb04417353d361081c644,d=7&s=4&ci=&cri=507_4_1326963&at=0&t=1,Tag,Malicious,"2025-01-12 17:37 +0000",125013405231,https://www.themediatrust.com?scsh=125013405231,3UQYCd6R2Kob,1,Expired,"Mclean, Virginia",USA,PhonyFetcher-3PC,
TMT-20241117-YPV,d=7&s=165&ci=&cri=555_165_720922949724&at=0&t=1,f971ffe6ea18aa647d5868f861a6995d,d=7&s=165&ci=&cri=555_165_720922949724&at=0&t=1,Tag,Malicious,"2025-01-12 17:21 +0000",125013116214,https://www.themediatrust.com?scsh=125013116214,3UQY7aUE1s4W,1,Expired,"Mclean, Virginia",USA,,
TMT-20241022-KZJ,d=7&s=165&ci=&cri=555_165_728327421569&at=0&t=1,32e328c312c24c2ad69f03204030762b,d=7&s=165&ci=&cri=555_165_728327421569&at=0&t=1,Tag,Malicious,"2025-01-12 17:20 +0000",125013115118,https://www.themediatrust.com?scsh=125013115118,3UQY7MLo1d1U,1,Expired,"Mclean, Virginia",USA,PhonyFetcher-3PC,
TMT-20241018-LJU,d=7&s=165&ci=&cri=555_165_722341033165&at=0&t=1,362128bd5bc699ff497f4355b28c2720,d=7&s=165&ci=&cri=555_165_722341033165&at=0&t=1,Tag,Malicious,"2025-01-12 17:00 +0000",125012744827,https://www.themediatrust.com?scsh=125012744827,3UQY1Fu21Fo9,1,Expired,"Mclean, Virginia",USA,,
TMT-20240920-WYG,d=7&s=165&ci=&cri=555_165_724302267519&at=0&t=1,65ef4e2d3c427d1e1ce26263068f20a4,d=7&s=165&ci=&cri=555_165_724302267519&at=0&t=1,Tag,Malicious,"2025-01-12 16:48 +0000",125012559266,https://www.themediatrust.com?scsh=125012559266,3UQXFnv12G4D,1,Expired,"Mclean, Virginia",USA,,
TMT-20240625-TAM,d=7&s=165&ci=&cri=555_165_728327984351&at=0&t=1,fd6ee118e7013a799d8baff0a9ee0346,d=7&s=165&ci=&cri=555_165_728327984351&at=0&t=1,Tag,"Malicious - Indirect Evidence","2025-01-12 16:42 +0000",125012456274,https://www.themediatrust.com?scsh=125012456274,3UQXE46E1k5o,1,Expired,"Mclean, Virginia",USA,,
TMT-20241114-GLN,d=7&s=165&ci=&cri=555_165_728245124527&at=0&t=1,b529ef3f9007bc53c5b9dbcccf1784f7,d=7&s=165&ci=&cri=555_165_728245124527&at=0&t=1,Tag,Malicious,"2025-01-12 16:28 +0000",125012239267,https://www.themediatrust.com?scsh=125012239267,3UQX9sZ11CaH,1,Expired,"Mclean, Virginia",USA,PhonyFetcher-3PC,
TMT-20240417-FIP,d=7&s=176&ci=&cri=561_176_CR51368393&at=0&t=1,6d07fa5daeec4bcb250f8457e74b96d5,d=7&s=176&ci=&cri=561_176_CR51368393&at=0&t=1,Tag,"Out Of Browser Redirect","2025-01-12 16:15 +0000",125012039538,https://www.themediatrust.com?scsh=125012039538,3UQX5kMR26mA,2,Expired,"Mclean, Virginia",USA,,
TMT-20230705-AKT,d=7&s=165&ci=&cri=555_165_678452887337&at=0&t=1,9e491c245442d0201c31cc3a20fbe199,d=7&s=165&ci=&cri=555_165_678452887337&at=0&t=1,Tag,Malicious,"2025-01-12 16:05 +0000",125011881528,https://www.themediatrust.com?scsh=125011881528,3UQX2hFz1S8w,1,Expired,"Mclean, Virginia",USA,,
TMT-20241115-FXV,d=7&s=165&ci=&cri=555_165_725814146534&at=0&t=1,6bc4ada8f7a4c2bbbc7e3ae11a0151f1,d=7&s=165&ci=&cri=555_165_725814146534&at=0&t=1,Tag,Malicious,"2025-01-12 15:46 +0000",125011563592,https://www.themediatrust.com?scsh=125011563592,3UQWFEMy2R6U,1,Expired,"Mclean, Virginia",USA,PhonyFetcher-3PC,
TMT-20250112-BEN,d=7&s=165&ci=&cri=555_165_334931956929&at=0&t=1,ead39fc55cd4690a5e59ce187122357f,d=7&s=165&ci=&cri=555_165_334931956929&at=0&t=1,Tag,Malicious,"2025-01-12 15:32 +0000",125011360140,https://www.themediatrust.com?scsh=125011360140,3UQWB1wG2e7J,1,Expired,"Mclean, Virginia",USA,SocGholish,
TMT-20231014-QEF,d=7&s=379&ci=&cri=494_379_16_579661543&at=0&t=1,d69d534557a1cc72e8bf5e48a8ade6a3,d=7&s=379&ci=&cri=494_379_16_579661543&at=0&t=1,Tag,"Out Of Browser Redirect","2025-01-12 15:19 +0000",125011137698,https://www.themediatrust.com?scsh=125011137698,3UQW6yne2CUt,1,Expired,"Mclean, Virginia",USA,,
TMT-20241124-BFN,d=7&s=165&ci=&cri=555_165_728404439950&at=0&t=1,e58bc8a9d2330b36872ea4df9a706732,d=7&s=165&ci=&cri=555_165_728404439950&at=0&t=1,Tag,Malicious,"2025-01-12 15:16 +0000",125011062113,https://www.themediatrust.com?scsh=125011062113,3UQW6AZX28rH,1,Expired,"Mclean, Virginia",USA,PhonyFetcher-3PC,
